title,ingredients,instructions,cuisine,servings,time_minutes,ingredient_list
Chicken Dumpling Wrappers Pasta,"chicken, dumpling wrappers, scallion, bell pepper, bok choy, snow peas, soy sauce, peanut oil","Boil dumpling wrappers, saute chicken with soy sauce, toss with scallion and peanut oil.",Chinese,3,23,400g chicken; 3 dumpling wrappers; 3 scallion; 2 bell pepper; 3 bok choy; 2 snow peas; 1 soy sauce; 1 peanut oil
Shrimp Pasta Curry,"shrimp, pasta, basil, tomato, garlic, oregano, olive oil","Saute garlic, add shrimp and basil, simmer in sauce until tender, serve over pasta.",Italian,2,38,300g shrimp; 250g pasta; 3 basil; 2 tomato; 3 cloves garlic; 3 oregano; 1 tbsp olive oil
Chicken Soba Pasta (Style 3),"chicken, soba, carrot, scallion, cabbage, garlic, soy sauce, miso, vegetable oil","Boil soba, saute chicken with garlic, toss with carrot and vegetable oil.",Japanese,6,23,400g chicken; 1 soba; 1 carrot; 1 scallion; 2 cabbage; 4 cloves garlic; 2 soy sauce; 1 miso; 3 tbsp vegetable oil
White Beans Orzo Tacos,"white beans, orzo, tomato, onion, olive, parsley, garlic, yogurt","Cook white beans with parsley, load into orzo with tomato and yogurt.",Mediterranean,4,25,2 white beans; 3 orzo; 2 tomato; 3 onion; 2 olive; 2 parsley; 2 cloves garlic; 2 cup yogurt
Chickpeas Potato Pasta (Style 2),"chickpeas, potato, peas, tomato, cilantro, yogurt","Boil potato, saute chickpeas with cilantro, toss with peas and yogurt.",Indian,2,25,3 chickpeas; 3 potato; 1 peas; 3 tomato; 3 cilantro; 2 cup yogurt
Paneer Basmati Rice Stir-Fry (Style 2),"paneer, basmati rice, cauliflower, tomato, onion, garam masala, ghee","Heat oil in a wok, stir-fry paneer until cooked, add cauliflower and garam masala, toss with basmati rice and serve hot.",Indian,6,23,300g paneer; 400g basmati rice; 3 cauliflower; 2 tomato; 1 onion; 3 garam masala; 3 tbsp ghee
Chicken Bulgur Curry,"chicken, bulgur, cucumber, spinach, eggplant, mint, olive oil","Saute mint, add chicken and cucumber, simmer in sauce until tender, serve over bulgur.",Mediterranean,6,44,300g chicken; 250g bulgur; 3 cucumber; 2 spinach; 1 eggplant; 2 mint; 2 tbsp olive oil
Egg Roti Baked (Style 3),"egg, roti, cauliflower, peas, spinach, onion, ginger, ghee","Layer egg, cauliflower, and roti, top with ghee, bake until golden.",Indian,6,42,1 egg; 3 roti; 1 cauliflower; 1 peas; 1 spinach; 2 onion; 3 tbsp ginger; 3 tbsp ghee
White Beans Gnocchi Salad (Style 2),"white beans, gnocchi, bell pepper, mushroom, basil, spinach, oregano, garlic, olive oil","Combine bell pepper, white beans, and gnocchi, dress with olive oil and oregano, toss well.",Italian,6,10,2 white beans; 2 gnocchi; 2 bell pepper; 2 mushroom; 3 basil; 3 spinach; 1 oregano; 3 cloves garlic; 2 tbsp olive oil
Chicken Tortilla Tacos,"chicken, tortilla, avocado, onion, cilantro, olive oil","Cook chicken with cilantro, load into tortilla with avocado and olive oil.",Mexican,3,27,200g chicken; 3 tortilla; 3 avocado; 3 onion; 1 cilantro; 1 tbsp olive oil
Beef Potato Bowl (Style 3),"beef, potato, bell pepper, corn, mustard, butter","Cook potato, top with seared beef, fresh bell pepper, and a drizzle of butter.",American,6,25,300g beef; 3 potato; 1 bell pepper; 3 corn; 1 mustard; 2 tbsp butter
Egg Noodles Curry,"egg, noodles, bok choy, carrot, ginger, soy sauce, peanut oil","Saute ginger, add egg and bok choy, simmer in sauce until tender, serve over noodles.",Chinese,2,41,2 egg; 200g noodles; 2 bok choy; 1 carrot; 2 tbsp ginger; 3 soy sauce; 1 peanut oil
Lentils Basmati Rice Baked (Style 3),"lentils, basmati rice, spinach, onion, turmeric, oil","Layer lentils, spinach, and basmati rice, top with oil, bake until golden.",Indian,2,52,3 lentils; 250g basmati rice; 1 spinach; 1 onion; 3 turmeric; 3 tbsp oil
Black Beans Bun Baked,"black beans, bun, corn, bell pepper, onion, tomato, garlic, mustard, butter","Layer black beans, corn, and bun, top with butter, bake until golden.",American,6,54,1 black beans; 3 bun; 1 corn; 2 bell pepper; 1 onion; 1 tomato; 4 cloves garlic; 1 mustard; 1 tbsp butter
Sausage Polenta Soup (Style 3),"sausage, polenta, bell pepper, spinach, mushroom, garlic, olive oil","Simmer sausage, bell pepper, and garlic in broth, add polenta near the end, season and serve.",Italian,3,44,1 sausage; 1 polenta; 2 bell pepper; 3 spinach; 1 mushroom; 3 cloves garlic; 3 tbsp olive oil
Shrimp Risotto Rice Skillet (Style 3),"shrimp, risotto rice, zucchini, tomato, mushroom, onion, parmesan","Brown shrimp in parmesan, add zucchini and onion, fold in risotto rice, cook until done.",Italian,6,24,300g shrimp; 1 risotto rice; 1 zucchini; 1 tomato; 3 mushroom; 2 onion; 1 cup parmesan
Turkey Potato Baked (Style 3),"turkey, potato, mushroom, tomato, lettuce, paprika, cheese","Layer turkey, mushroom, and potato, top with cheese, bake until golden.",American,4,43,3 turkey; 1 potato; 2 mushroom; 3 tomato; 2 lettuce; 1 paprika; 2 cup cheese
Egg Taco Shells Wrap (Style 2),"egg, taco shells, tomato, avocado, garlic, cheese","Fill taco shells with egg, tomato, and cheese, season with garlic, roll and serve.",Mexican,6,10,2 egg; 2 taco shells; 1 tomato; 2 avocado; 4 cloves garlic; 2 cup cheese
Edamame Ramen Noodles Bowl,"edamame, ramen noodles, mushroom, cabbage, carrot, seaweed, sesame, ginger, sesame oil","Cook ramen noodles, top with seared edamame, fresh mushroom, and a drizzle of sesame oil.",Japanese,2,22,2 edamame; 2 ramen noodles; 3 mushroom; 3 cabbage; 3 carrot; 3 seaweed; 1 sesame; 2 tbsp ginger; 2 tsp sesame oil
Chickpeas Rice Bowl (Style 3),"chickpeas, rice, eggplant, tomato, olive, oregano, olive oil","Cook rice, top with seared chickpeas, fresh eggplant, and a drizzle of olive oil.",Mediterranean,3,24,2 chickpeas; 150g rice; 1 eggplant; 2 tomato; 2 olive; 2 oregano; 2 tbsp olive oil
Beef Gnocchi Soup,"beef, gnocchi, basil, tomato, oregano, onion, garlic, olive oil","Simmer beef, basil, and oregano in broth, add gnocchi near the end, season and serve.",Italian,4,42,400g beef; 1 gnocchi; 2 basil; 1 tomato; 2 oregano; 3 onion; 2 cloves garlic; 1 tbsp olive oil
Shrimp Tortilla Salad (Style 2),"shrimp, tortilla, avocado, lettuce, garlic, lime, cilantro, olive oil","Combine avocado, shrimp, and tortilla, dress with olive oil and garlic, toss well.",Mexican,3,16,150g shrimp; 1 tortilla; 3 avocado; 1 lettuce; 2 cloves garlic; 3 lime; 3 cilantro; 3 tbsp olive oil
Pork Dumpling Wrappers Curry (Style 2),"pork, dumpling wrappers, scallion, broccoli, bell pepper, snow peas, soy sauce, vegetable oil","Saute soy sauce, add pork and scallion, simmer in sauce until tender, serve over dumpling wrappers.",Chinese,3,30,150g pork; 3 dumpling wrappers; 2 scallion; 3 broccoli; 1 bell pepper; 2 snow peas; 2 soy sauce; 3 tbsp vegetable oil
Chickpeas Couscous Baked (Style 3),"chickpeas, couscous, eggplant, cucumber, spinach, mint, feta","Layer chickpeas, eggplant, and couscous, top with feta, bake until golden.",Mediterranean,4,41,2 chickpeas; 300g couscous; 3 eggplant; 2 cucumber; 2 spinach; 2 mint; 150g feta
Beef Noodles Baked,"beef, noodles, carrot, scallion, soy sauce, vegetable oil","Layer beef, carrot, and noodles, top with vegetable oil, bake until golden.",Chinese,2,40,400g beef; 150g noodles; 2 carrot; 2 scallion; 1 soy sauce; 3 tbsp vegetable oil
Tofu Jasmine Rice Baked (Style 3),"tofu, jasmine rice, bean sprouts, basil, broccoli, ginger, lemongrass, lime, vegetable oil","Layer tofu, bean sprouts, and jasmine rice, top with vegetable oil, bake until golden.",Thai,2,56,250g tofu; 300g jasmine rice; 3 bean sprouts; 3 basil; 2 broccoli; 1 tbsp ginger; 1 lemongrass; 3 lime; 2 tbsp vegetable oil
Feta Orzo Wrap (Style 2),"feta, orzo, onion, tomato, lemon, oregano, mint, olive oil","Fill orzo with feta, onion, and olive oil, season with lemon, roll and serve.",Mediterranean,4,10,200g feta; 2 orzo; 1 onion; 2 tomato; 2 lemon; 3 oregano; 3 mint; 2 tbsp olive oil
Egg Noodles Bowl (Style 2),"egg, noodles, scallion, bok choy, bell pepper, garlic, vegetable oil","Cook noodles, top with seared egg, fresh scallion, and a drizzle of vegetable oil.",Chinese,6,30,2 egg; 200g noodles; 2 scallion; 3 bok choy; 2 bell pepper; 3 cloves garlic; 2 tbsp vegetable oil
Lamb Couscous Tacos (Style 3),"lamb, couscous, eggplant, spinach, onion, lemon, olive oil","Cook lamb with lemon, load into couscous with eggplant and olive oil.",Mediterranean,6,21,400g lamb; 150g couscous; 1 eggplant; 2 spinach; 3 onion; 2 lemon; 2 tbsp olive oil
Pork Rice Pasta (Style 3),"pork, rice, bell pepper, onion, avocado, jalapeno, garlic, olive oil","Boil rice, saute pork with garlic, toss with bell pepper and olive oil.",Mexican,6,20,400g pork; 300g rice; 3 bell pepper; 1 onion; 1 avocado; 1 jalapeno; 3 cloves garlic; 1 tbsp olive oil
Turkey Potato Tacos (Style 3),"turkey, potato, mushroom, lettuce, bell pepper, tomato, mustard, butter","Cook turkey with mustard, load into potato with mushroom and butter.",American,3,20,2 turkey; 3 potato; 3 mushroom; 1 lettuce; 2 bell pepper; 1 tomato; 3 mustard; 3 tbsp butter
Chicken Soba Stir-Fry (Style 3),"chicken, soba, scallion, carrot, miso, sesame, sesame oil","Heat oil in a wok, stir-fry chicken until cooked, add scallion and miso, toss with soba and serve hot.",Japanese,6,19,300g chicken; 1 soba; 1 scallion; 3 carrot; 2 miso; 3 sesame; 1 tsp sesame oil
Chickpeas Rice Tacos (Style 3),"chickpeas, rice, tomato, spinach, onion, parsley, oregano, feta","Cook chickpeas with parsley, load into rice with tomato and feta.",Mediterranean,3,23,2 chickpeas; 200g rice; 2 tomato; 1 spinach; 2 onion; 3 parsley; 3 oregano; 400g feta
Chicken Orzo Bowl (Style 2),"chicken, orzo, onion, olive, spinach, mint, parsley, garlic, olive oil","Cook orzo, top with seared chicken, fresh onion, and a drizzle of olive oil.",Mediterranean,3,29,150g chicken; 3 orzo; 3 onion; 2 olive; 2 spinach; 2 mint; 1 parsley; 3 cloves garlic; 1 tbsp olive oil
Beef Soba Stir-Fry (Style 2),"beef, soba, cabbage, spinach, carrot, garlic, vegetable oil","Heat oil in a wok, stir-fry beef until cooked, add cabbage and garlic, toss with soba and serve hot.",Japanese,2,25,250g beef; 2 soba; 3 cabbage; 2 spinach; 1 carrot; 4 cloves garlic; 1 tbsp vegetable oil
White Beans Risotto Rice Skillet,"white beans, risotto rice, zucchini, spinach, garlic, oregano, butter","Brown white beans in butter, add zucchini and garlic, fold in risotto rice, cook until done.",Italian,3,28,1 white beans; 3 risotto rice; 1 zucchini; 1 spinach; 4 cloves garlic; 1 oregano; 1 tbsp butter
Edamame Rice Bowl,"edamame, rice, mushroom, scallion, sesame, soy sauce, sesame oil","Cook rice, top with seared edamame, fresh mushroom, and a drizzle of sesame oil.",Japanese,6,23,2 edamame; 400g rice; 2 mushroom; 1 scallion; 2 sesame; 3 soy sauce; 2 tsp sesame oil
White Beans Bulgur Stir-Fry,"white beans, bulgur, onion, olive, eggplant, cucumber, parsley, yogurt","Heat oil in a wok, stir-fry white beans until cooked, add onion and parsley, toss with bulgur and serve hot.",Mediterranean,2,25,3 white beans; 200g bulgur; 2 onion; 3 olive; 3 eggplant; 3 cucumber; 3 parsley; 2 cup yogurt
Egg Gnocchi Soup,"egg, gnocchi, spinach, bell pepper, zucchini, basil, garlic, oregano, onion, olive oil","Simmer egg, spinach, and garlic in broth, add gnocchi near the end, season and serve.",Italian,4,39,2 egg; 2 gnocchi; 2 spinach; 3 bell pepper; 3 zucchini; 2 basil; 4 cloves garlic; 2 oregano; 3 onion; 1 tbsp olive oil
Pork Rice Noodles Baked,"pork, rice noodles, bell pepper, broccoli, bean sprouts, carrot, garlic, chili, lemongrass, peanut","Layer pork, bell pepper, and rice noodles, top with peanut, bake until golden.",Thai,3,60,250g pork; 2 rice noodles; 3 bell pepper; 1 broccoli; 3 bean sprouts; 1 carrot; 4 cloves garlic; 1 chili; 2 lemongrass; 3 peanut
Shrimp Rice Pasta,"shrimp, rice, onion, avocado, garlic, lime, sour cream","Boil rice, saute shrimp with garlic, toss with onion and sour cream.",Mexican,4,24,300g shrimp; 250g rice; 1 onion; 3 avocado; 4 cloves garlic; 1 lime; 2 sour cream
Beef Corn Skillet (Style 3),"beef, corn, bell pepper, avocado, onion, tomato, lime, garlic, cumin, cheese","Brown beef in cheese, add bell pepper and lime, fold in corn, cook until done.",Mexican,3,24,250g beef; 1 corn; 3 bell pepper; 1 avocado; 3 onion; 2 tomato; 3 lime; 4 cloves garlic; 2 cumin; 2 cup cheese
Tofu Jasmine Rice Tacos (Style 2),"tofu, jasmine rice, broccoli, bell pepper, basil, lime, peanut","Cook tofu with lime, load into jasmine rice with broccoli and peanut.",Thai,2,29,250g tofu; 300g jasmine rice; 3 broccoli; 1 bell pepper; 1 basil; 2 lime; 1 peanut
Chickpeas Bulgur Baked (Style 3),"chickpeas, bulgur, olive, eggplant, tomato, oregano, mint, lemon, olive oil","Layer chickpeas, olive, and bulgur, top with olive oil, bake until golden.",Mediterranean,6,46,1 chickpeas; 200g bulgur; 1 olive; 1 eggplant; 1 tomato; 3 oregano; 1 mint; 2 lemon; 2 tbsp olive oil
Sausage Bread Curry,"sausage, bread, basil, bell pepper, onion, oregano, olive oil","Saute onion, add sausage and basil, simmer in sauce until tender, serve over bread.",Italian,6,31,1 sausage; 2 bread; 1 basil; 3 bell pepper; 1 onion; 2 oregano; 3 tbsp olive oil
Shrimp Tortilla Skillet,"shrimp, tortilla, onion, bell pepper, tomato, cumin, garlic, cheese","Brown shrimp in cheese, add onion and cumin, fold in tortilla, cook until done.",Mexican,4,33,250g shrimp; 3 tortilla; 1 onion; 2 bell pepper; 3 tomato; 1 cumin; 3 cloves garlic; 1 cup cheese
Egg Orzo Baked,"egg, orzo, eggplant, spinach, oregano, garlic, parsley, yogurt","Layer egg, eggplant, and orzo, top with yogurt, bake until golden.",Mediterranean,2,48,1 egg; 3 orzo; 1 eggplant; 3 spinach; 2 oregano; 2 cloves garlic; 3 parsley; 1 cup yogurt
Lamb Potato Skillet (Style 2),"lamb, potato, tomato, cauliflower, spinach, garam masala, ginger, cumin, coconut milk","Brown lamb in coconut milk, add tomato and garam masala, fold in potato, cook until done.",Indian,2,29,150g lamb; 1 potato; 2 tomato; 1 cauliflower; 3 spinach; 1 garam masala; 3 tbsp ginger; 2 cumin; 2 cup coconut milk
White Beans Pita Tacos,"white beans, pita, eggplant, spinach, olive, garlic, oregano, olive oil","Cook white beans with garlic, load into pita with eggplant and olive oil.",Mediterranean,6,25,3 white beans; 2 pita; 1 eggplant; 2 spinach; 1 olive; 4 cloves garlic; 2 oregano; 3 tbsp olive oil
Beef Bread Curry (Style 2),"beef, bread, tomato, mushroom, garlic, oregano, olive oil","Saute garlic, add beef and tomato, simmer in sauce until tender, serve over bread.",Italian,4,42,150g beef; 2 bread; 2 tomato; 3 mushroom; 4 cloves garlic; 2 oregano; 1 tbsp olive oil
Tofu Rice Salad (Style 2),"tofu, rice, bok choy, scallion, sesame oil, garlic, peanut oil","Combine bok choy, tofu, and rice, dress with peanut oil and sesame oil, toss well.",Chinese,6,17,300g tofu; 300g rice; 2 bok choy; 1 scallion; 1 tsp sesame oil; 4 cloves garlic; 3 peanut oil
Pork Dumpling Wrappers Salad (Style 2),"pork, dumpling wrappers, broccoli, scallion, bok choy, ginger, peanut oil","Combine broccoli, pork, and dumpling wrappers, dress with peanut oil and ginger, toss well.",Chinese,4,16,400g pork; 3 dumpling wrappers; 1 broccoli; 1 scallion; 2 bok choy; 2 tbsp ginger; 1 peanut oil
Pork Taco Shells Wrap,"pork, taco shells, jalapeno, onion, avocado, tomato, cumin, sour cream","Fill taco shells with pork, jalapeno, and sour cream, season with cumin, roll and serve.",Mexican,6,15,200g pork; 1 taco shells; 2 jalapeno; 2 onion; 3 avocado; 1 tomato; 3 cumin; 3 sour cream
Beef Noodles Bowl (Style 3),"beef, noodles, scallion, carrot, ginger, soy sauce, peanut oil","Cook noodles, top with seared beef, fresh scallion, and a drizzle of peanut oil.",Chinese,2,25,150g beef; 250g noodles; 1 scallion; 2 carrot; 3 tbsp ginger; 2 soy sauce; 2 peanut oil
Chicken Risotto Rice Bowl,"chicken, risotto rice, zucchini, basil, spinach, garlic, onion, butter","Cook risotto rice, top with seared chicken, fresh zucchini, and a drizzle of butter.",Italian,6,20,300g chicken; 2 risotto rice; 3 zucchini; 3 basil; 2 spinach; 4 cloves garlic; 1 onion; 2 tbsp butter
Egg Naan Soup (Style 2),"egg, naan, onion, tomato, cauliflower, peas, cumin, turmeric, ginger, coconut milk","Simmer egg, onion, and cumin in broth, add naan near the end, season and serve.",Indian,4,44,3 egg; 3 naan; 1 onion; 2 tomato; 2 cauliflower; 3 peas; 1 cumin; 2 turmeric; 1 tbsp ginger; 1 cup coconut milk
Black Beans Potato Stir-Fry (Style 3),"black beans, potato, mushroom, lettuce, corn, mustard, butter","Heat oil in a wok, stir-fry black beans until cooked, add mushroom and mustard, toss with potato and serve hot.",American,4,15,3 black beans; 3 potato; 1 mushroom; 1 lettuce; 2 corn; 1 mustard; 2 tbsp butter
Chicken Naan Tacos (Style 2),"chicken, naan, peas, cauliflower, spinach, ginger, garam masala, garlic, coconut milk","Cook chicken with ginger, load into naan with peas and coconut milk.",Indian,2,25,200g chicken; 3 naan; 3 peas; 1 cauliflower; 1 spinach; 2 tbsp ginger; 3 garam masala; 4 cloves garlic; 1 cup coconut milk
Egg Pasta Soup (Style 3),"egg, pasta, basil, mushroom, oregano, garlic, onion, butter","Simmer egg, basil, and oregano in broth, add pasta near the end, season and serve.",Italian,2,37,3 egg; 300g pasta; 1 basil; 3 mushroom; 1 oregano; 2 cloves garlic; 1 onion; 2 tbsp butter
Edamame Udon Baked (Style 3),"edamame, udon, carrot, spinach, seaweed, ginger, sesame oil","Layer edamame, carrot, and udon, top with sesame oil, bake until golden.",Japanese,4,57,3 edamame; 1 udon; 3 carrot; 1 spinach; 1 seaweed; 3 tbsp ginger; 2 tsp sesame oil
Chickpeas Naan Salad,"chickpeas, naan, tomato, peas, spinach, garlic, ghee","Combine tomato, chickpeas, and naan, dress with ghee and garlic, toss well.",Indian,4,20,2 chickpeas; 2 naan; 2 tomato; 1 peas; 2 spinach; 4 cloves garlic; 2 tbsp ghee
Beef Udon Curry,"beef, udon, mushroom, scallion, seaweed, miso, ginger, soy sauce, sesame oil","Saute miso, add beef and mushroom, simmer in sauce until tender, serve over udon.",Japanese,3,31,200g beef; 3 udon; 2 mushroom; 3 scallion; 2 seaweed; 1 miso; 2 tbsp ginger; 1 soy sauce; 2 tsp sesame oil
Black Beans Pasta Stir-Fry (Style 3),"black beans, pasta, mushroom, bell pepper, lettuce, paprika, olive oil","Heat oil in a wok, stir-fry black beans until cooked, add mushroom and paprika, toss with pasta and serve hot.",American,3,20,2 black beans; 200g pasta; 3 mushroom; 2 bell pepper; 1 lettuce; 3 paprika; 2 tbsp olive oil
Pork Jasmine Rice Stir-Fry (Style 3),"pork, jasmine rice, bean sprouts, broccoli, garlic, chili, lime, coconut milk","Heat oil in a wok, stir-fry pork until cooked, add bean sprouts and garlic, toss with jasmine rice and serve hot.",Thai,4,15,200g pork; 150g jasmine rice; 2 bean sprouts; 1 broccoli; 3 cloves garlic; 1 chili; 2 lime; 2 cup coconut milk
Beef Rice Stir-Fry (Style 3),"beef, rice, jalapeno, onion, avocado, garlic, olive oil","Heat oil in a wok, stir-fry beef until cooked, add jalapeno and garlic, toss with rice and serve hot.",Mexican,4,17,250g beef; 250g rice; 2 jalapeno; 1 onion; 2 avocado; 2 cloves garlic; 3 tbsp olive oil
